,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
76529|MBTD1,0.9999999785432504,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
36226|DCP1A,0.9999999886769321,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
65118|ZNF768,0.9999999914181688,Homo sapiens,ZNF768,,HEK293,Epithelium,Embryonic Kidney,1,ZNF768
2110|PRAME,0.9999999945935356,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
76519|SETD1A,0.9999999972343733,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
65128|ZNF436,0.9999999989634816,Homo sapiens,ZNF436,,HEK293,Epithelium,Embryonic Kidney,1,ZNF436
74673|RUVBL1,0.9999999989879288,Homo sapiens,RUVBL1,cr,HepG2,Epithelium,Liver,1,RUVBL1
69626|PSMA7,0.9999999992210342,Homo sapiens,PSMA7,other,None,Hematopoietic stem and progenitor cell,None,1,PSMA7
49448|EGLN2,0.9999999997079693,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
7341|HEY1,0.9999999998158599,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
63686|ZBTB8A,0.999999999921843,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
77103|ZNF519,0.9999999999571072,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
76520|BPTF,0.9999999999719067,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
64760|POLR2AphosphoS5,0.9999999999733347,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
8482|KAT7,0.9999999999883517,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
64555|IKZF2,0.9999999999940323,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
49481|RPE,0.9999999999965223,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
45895|CCNT2,0.9999999999970095,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
65146|ZBTB14,0.9999999999985841,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
41572|ING2,0.9999999999993412,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
36356|POLR2B,0.9999999999994886,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
45920|HMGN3,0.9999999999997349,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
75571|HAP1,0.9999999999997822,Homo sapiens,HAP1,other,None,None,None,1,HAP1
76682|ASXL1,0.9999999999997955,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
55543|RAG2,0.9999999999999976,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
65186|EGR3,0.9999999999999982,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
8564|TBL1X,0.9999999999999993,Homo sapiens,TBL1X,cr,HEK293T,Epithelium,Embryonic Kidney,1,TBL1X
42766|ID1,1.0,Homo sapiens,ID1,tf,LoVo,None,Colon,0,ID1
42776|NR1D1,1.0,Homo sapiens,NR1D1,tf,LoVo,None,Colon,0,NR1D1
42748|AHCTF1,1.0,Homo sapiens,AHCTF1,tf,LoVo,None,Colon,0,AHCTF1
42662|HES7,1.0,Homo sapiens,HES7,tf,LoVo,None,Colon,0,HES7
38660|TGIF1,1.0,Homo sapiens,TGIF1,tf,LoVo,None,Colon,0,TGIF1
38676|HMGA1,1.0,Homo sapiens,HMGA1,tf,LoVo,None,Colon,0,HMGA1
38711|TRPS1,1.0,Homo sapiens,TRPS1,tf,LoVo,None,Colon,0,TRPS1
38859|CEBPE,1.0,Homo sapiens,CEBPE,tf,LoVo,None,Colon,0,CEBPE
42661|HES5,1.0,Homo sapiens,HES5,tf,LoVo,None,Colon,0,HES5
42839|LCOR,1.0,Homo sapiens,LCOR,tf,LoVo,None,Colon,0,LCOR
8816|KDM4A,1.0,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
38585|TAF3,1.0,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
42649|CREB3L1,1.0,Homo sapiens,CREB3L1,tf,LoVo,None,Colon,0,CREB3L1
58996|TAF15,1.0,Homo sapiens,TAF15,not sure,HEK293,Epithelium,Embryonic Kidney,0,TAF15
